mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rmse,label
-305.68707,119.75402,-50.530865,-8.855218,-21.612339,-22.7484,-36.892994,-24.014357,-14.65834,-5.8830457,-1.6848396,-6.554524,-6.327793,0.07874129930394431,0.089713775,american
-288.018,87.846214,-0.5407828,28.920763,13.19548,-3.6754634,-20.70913,-10.376536,-15.986318,-6.9648256,-9.709381,-10.334465,-13.45243,0.11355088094547564,0.09296989,indian
-297.88266,92.859245,-32.512337,12.814556,-19.902357,-18.793406,-35.18615,-19.221012,-12.118814,-13.293825,-4.0720515,-9.660607,-5.0796657,0.1019544844837587,0.10687286,american
-360.34998,100.98391,3.938073,17.18232,-8.408615,-15.151,-10.555648,-16.868534,-17.91388,-15.209473,-12.927522,-9.558478,-13.578089,0.0853665168213457,0.10619501,indian
-419.26883,82.26082,1.9525396,33.241936,17.631012,16.240046,0.02439707,-3.185384,-4.3711185,-6.484641,-12.716559,-6.7544627,-4.1125536,0.12456723100348027,0.05217303,british
-368.44632,17.07358,-80.25482,-14.28735,-21.878857,-32.915897,-14.607924,13.219618,3.9277234,-4.0292864,-9.802413,3.0336573,-9.863628,0.18772204901392112,0.039121907,british
-305.68707,119.75402,-50.530865,-8.855218,-21.612339,-22.7484,-36.892994,-24.014357,-14.65834,-5.8830457,-1.6848396,-6.554524,-6.327793,0.07874129930394431,0.089713775,american
-537.45685,39.947025,-8.2448635,8.747541,-9.254416,-13.612375,-8.273996,-2.706326,-5.6426573,-5.24937,-11.544699,-9.109461,-12.408024,0.23719139718677495,0.020247867,british
-351.17148,105.48485,-2.8674486,12.035242,0.41454038,-13.101898,-14.529048,-11.932474,-15.451174,-11.970222,-14.276308,-5.9843407,-11.525909,0.09896362021461717,0.093130134,indian
-356.6973,95.044556,3.4749758,1.813527,-6.3350945,-10.285095,-10.573172,-14.821906,-19.79274,-12.743744,-12.88458,-7.8324513,-10.919419,0.10973526319605569,0.1097091,indian
-263.44843,121.20274,3.9026935,19.555084,14.780996,-10.381402,-27.515024,-8.312909,-21.850605,-15.800129,-11.398621,-7.1470532,-12.843969,0.06728764863689095,0.1367894,indian
-332.918,80.48573,-6.5294576,-3.8201537,-2.0904012,-11.941195,-36.324173,1.7541777,-21.964882,-10.531835,-1.5058972,-11.989271,-21.417479,0.14345272621809746,0.056212053,indian
-449.39508,88.13948,19.640598,29.973436,8.858399,15.582386,9.015889,0.2572628,-4.7777724,-4.1325936,-11.374169,-3.8028853,-8.294756,0.10216747027262181,0.0505208,british
-475.21964,54.05651,-27.005766,-4.0968156,-13.262884,-16.560919,-13.661038,-3.2258065,-4.431877,-2.5415146,-10.735152,-5.7774878,-13.101932,0.21410056554524362,0.02813465,british
-305.76102,120.052956,-50.633286,-8.969436,-21.513397,-22.703306,-36.758408,-23.96043,-14.721169,-5.839786,-1.5382737,-6.5014377,-6.3552446,0.07875036252900232,0.08980851,american
-385.58264,84.74015,2.9950588,12.707802,-4.0177965,-11.045113,-14.756334,-16.340525,-13.050499,-11.780924,-13.355711,-7.1931014,-8.879894,0.11864441342807425,0.087325,indian
-379.7725,105.89038,-3.885643,2.8408697,-6.4518495,-15.662804,-11.223782,-16.189663,-20.527647,-10.575442,-11.461121,-9.329148,-9.705429,0.08228275449535963,0.100830875,indian
-444.08954,85.34613,9.237492,25.52774,19.407423,20.96264,6.3996706,-3.0232918,-2.9971743,-8.226827,-4.8519597,-2.7067747,-11.144054,0.13606846360208816,0.034278393,british
-268.2471,102.50569,-11.875231,27.972704,3.3249812,1.8685029,-21.943554,-8.3334055,-12.569215,-4.1753573,-12.951729,-15.094522,-12.43677,0.09561022694315545,0.11802402,british
-305.14435,119.67526,-50.872036,-8.890335,-21.636295,-22.878824,-36.958614,-23.946135,-14.593694,-5.827889,-1.6708481,-6.5371976,-6.254475,0.07864840124709976,0.09021876,american
-288.02542,109.11582,4.3584456,20.825945,13.24074,-10.222027,-28.00945,-6.999936,-17.917028,-16.1803,-10.085613,-7.417796,-18.769474,0.08183185904872389,0.11543279,indian
-327.0256,107.551926,-29.78528,7.9221725,-18.69835,-21.412155,-28.286343,-13.025023,-12.992973,-8.45139,-6.0138774,-4.71817,-6.7400937,0.11102677276682135,0.08194102,american
-305.14435,119.67526,-50.872036,-8.890335,-21.636295,-22.878824,-36.958614,-23.946135,-14.593694,-5.827889,-1.6708481,-6.5371976,-6.254475,0.07864840124709976,0.09021876,american
-303.24948,114.62591,10.863449,21.61092,3.0735226,-9.083062,-18.662933,-9.915167,-14.744286,-8.727171,-7.082967,-3.5209281,-12.690932,0.09696517908932714,0.09544925,indian
-303.46222,119.79539,-51.51884,-9.380728,-21.650621,-23.092934,-37.085953,-24.009865,-14.701595,-5.813004,-1.5282502,-6.580033,-6.2935824,0.07808648129350348,0.09171051,american
-433.09427,81.83768,18.611948,31.952717,10.323832,25.536625,6.292776,2.7019203,-7.464046,-3.1400745,-9.127302,-4.553118,-8.162272,0.13995885295823665,0.03787966,british
-271.70303,111.21431,5.358142,21.03968,12.885683,-8.085419,-21.894423,-8.750792,-18.862108,-11.807968,-10.379543,-6.651545,-12.910603,0.09926723825406032,0.11713224,indian
-446.5829,66.25201,9.461737,27.868422,4.4088607,16.390026,8.04644,-1.8207557,-3.535017,-4.3654,-8.1723385,-2.8581395,-7.5583954,0.13413799666473317,0.046796486,british
-312.63132,62.22429,-3.6921246,18.703718,-8.367617,-14.350472,-18.776798,-9.869464,-10.112534,-9.541425,-14.736587,-5.751067,-24.51556,0.1170017038863109,0.0780571,indian
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-507.0938,59.637638,-10.572954,6.8881087,-6.9034166,-18.040512,-9.900682,-2.5006173,-7.4468884,-4.622445,-11.991689,-6.1114993,-17.79575,0.19444243039443154,0.02239629,british
-358.13843,111.59636,-0.90298015,6.151489,-8.653981,-13.16554,-8.788536,-16.549253,-14.381123,-8.812265,-12.915302,-8.918637,-11.610056,0.0839685143561485,0.09579637,indian
-304.93112,120.006386,-50.914227,-9.182549,-21.59578,-22.83448,-36.755486,-23.906382,-14.788,-5.796797,-1.496731,-6.486115,-6.366798,0.07875262833526682,0.09068373,american
-303.46222,119.79539,-51.51884,-9.380728,-21.650621,-23.092934,-37.085953,-24.009865,-14.701595,-5.813004,-1.5282502,-6.580033,-6.2935824,0.07808648129350348,0.09171051,american
-302.88153,119.94659,-51.63544,-9.494886,-21.5787,-23.10369,-37.08503,-24.024105,-14.788763,-5.794283,-1.4939288,-6.539416,-6.2986326,0.07805022839327146,0.09228703,american
-455.76218,56.278496,-16.38111,2.8723564,-8.866143,-18.583149,-15.139193,-4.197309,-7.3440413,-3.6919131,-12.642537,-9.691167,-15.123076,0.21201149216937354,0.027268874,british
-336.8467,71.75372,-7.042567,-5.292193,-3.4901772,-11.177904,-35.886116,2.049919,-19.48182,-13.688017,-5.3108177,-8.8531275,-18.965761,0.13094774144431554,0.059648678,indian
-266.44373,134.26605,21.425608,15.357213,-5.0629287,-18.807978,-24.752787,-9.217339,-25.075026,-1.4296832,-14.38207,-8.253109,-14.0599375,0.05400775812064965,0.105068944,indian
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,indian
-352.00153,108.70892,-7.7259316,8.957585,-0.6560926,-19.804848,-13.854378,-13.869408,-17.116467,-11.828627,-12.362931,-5.4079256,-13.067267,0.0877002972737819,0.10443022,indian
-281.35797,118.56678,17.597902,18.71628,19.3135,-1.4024978,-25.382755,-12.62633,-20.132399,-11.261138,-4.476098,-5.6537147,-15.017187,0.09384063225058005,0.108696766,indian
-321.7265,99.1341,10.211903,24.14874,7.193776,-8.962313,-23.606207,-11.860633,-15.193493,-8.11264,-5.8177676,-2.5769372,-13.495942,0.10438569460556844,0.08540293,indian
-489.33557,74.79097,-15.053621,8.285914,-13.121135,-26.664837,-13.567834,-9.666494,-12.493375,-6.6428714,-14.662785,-6.0747156,-17.063799,0.1531662376740139,0.031049093,british
-423.19586,58.01492,-27.800888,-0.36307046,-12.354362,-26.319286,-15.855786,-10.098628,-4.0879097,-1.2512289,-13.276755,-6.67969,-15.243516,0.18662086716937354,0.03706535,british
-327.49158,118.06382,6.704047,22.184645,18.663725,-7.2383876,-17.790144,-9.728289,-15.444746,-8.649361,-10.368833,-8.261949,-10.328133,0.0775381561774942,0.07095148,indian
-273.01108,140.7369,31.815514,12.089723,-18.167994,-26.537804,-23.850464,-5.5233107,-25.218977,4.5605683,-13.936036,-9.217523,-14.495461,0.04598680394431554,0.0809577,indian
-345.79028,80.23834,-4.39216,-1.4616048,-2.2404838,-18.773619,-32.89698,-0.109686516,-27.046312,-6.941937,-3.9331136,-7.176584,-14.895188,0.139643905887471,0.045120183,indian
-304.09918,120.016785,-51.153786,-9.274706,-21.581846,-22.850107,-36.742523,-23.931427,-14.76817,-5.803994,-1.4161212,-6.5018415,-6.36831,0.07864613544083526,0.091299266,american
-371.89856,75.32175,-7.245002,-1.1446614,1.2853959,-7.5126624,-32.682076,-2.5697048,-13.584931,-7.7528896,-4.150333,-9.840621,-17.277523,0.13914996012180975,0.0437193,indian
-423.76752,95.86699,14.862424,26.810942,16.63446,20.707188,9.31991,0.14561486,-9.418037,-4.481586,-10.255456,-6.3717895,-8.814036,0.10126567937935035,0.0429474,british
-387.17038,92.70187,16.669632,37.84229,13.3863735,19.9214,0.13469149,-2.1997313,-11.937892,-8.133712,-16.35945,-5.9671345,-8.58234,0.11090895084106729,0.06302168,british
-304.38016,119.772804,-51.211952,-9.216223,-21.631725,-23.03651,-37.05038,-24.00166,-14.601636,-5.776579,-1.6003993,-6.5790606,-6.3112426,0.07818164515661252,0.09082226,american
-327.85788,64.480965,3.533134,-1.3570353,-9.935565,-8.491836,-39.113472,2.8027403,-23.249382,-14.321966,-3.9636626,-11.968978,-20.175014,0.14169446055684454,0.06458637,indian
