mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rmse,label
-497.63843,56.197876,-16.549463,1.4389142,-5.5609694,-13.524013,-10.828021,1.3917493,-0.8715152,-2.0614069,-8.448856,-8.318163,-12.694236,0.20433040893271462,0.021444231,british
-407.50702,58.73587,10.00455,27.916315,-13.277961,-7.187886,-13.510217,-10.862145,-10.294116,-17.918627,-9.348404,-5.453797,-24.707949,0.1402466103538283,0.04683407,indian
-304.93112,120.006386,-50.914227,-9.182549,-21.59578,-22.83448,-36.755486,-23.906382,-14.788,-5.796797,-1.496731,-6.486115,-6.366798,0.07875262833526682,0.09068373,american
-384.9664,56.033478,4.3853326,23.486427,-13.163012,-12.933886,-16.126394,-11.9844675,-10.621851,-14.602304,-13.95327,-6.472038,-22.95333,0.13605260295823665,0.047861,indian
-492.25797,38.78024,-4.254281,-3.175841,-6.79666,-17.58976,-19.416306,-5.88917,-9.633347,-2.3528416,-11.555965,-3.184967,-14.185013,0.2574545026102088,0.027501246,british
-303.43762,120.20364,-51.386528,-9.538514,-21.461939,-23.037281,-36.951923,-24.011356,-14.823539,-5.796953,-1.3874028,-6.5176716,-6.3756876,0.07800717807424594,0.09192705,american
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-402.49524,111.62341,14.417402,33.38793,18.133059,25.61397,5.1579323,-3.6451035,-8.47178,-10.099881,-12.368032,-2.228389,-4.714524,0.10071962006960557,0.03364955,british
-488.7723,40.3042,-1.3396138,-1.8792795,-7.479737,-13.685613,-18.566963,0.4820444,-8.153686,-1.8125173,-6.143693,-4.8930526,-8.808291,0.24152135295823665,0.025965843,british
-481.49774,63.458927,-7.969595,-13.307778,-12.556799,-15.248732,-16.217165,-9.162682,-12.138146,-3.0844073,-15.203979,-8.4908695,-10.437633,0.20236595490139211,0.0303646,british
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-306.52814,107.65778,-31.632904,-7.5927453,-29.810919,-18.479374,-27.88723,-9.074428,-17.067472,-6.1818104,-5.7773356,-4.762386,-2.7940385,0.09464725928074245,0.10420753,american
-360.7781,57.8514,0.784762,6.58372,-19.958422,-10.884519,-17.297552,-6.534814,-11.595048,-9.109581,-9.91788,-7.467074,-17.440702,0.16575505727958237,0.055190094,indian
-286.34415,117.1986,6.8898845,25.144325,19.24353,-8.653881,-27.553905,-16.051422,-20.792217,-9.691651,-5.551551,-6.4136925,-11.467395,0.09011791255800464,0.10312481,indian
-358.89325,106.22926,0.8289655,2.68568,-6.607124,-13.955745,-12.3080635,-17.061464,-23.502647,-12.343071,-12.390047,-7.4302235,-11.827124,0.07303826493619489,0.11378617,indian
-387.58514,83.4183,2.9003792,10.24521,-4.108399,-11.05443,-13.5002775,-13.65622,-18.197245,-12.2513485,-11.522361,-8.505186,-10.663153,0.11383863834106729,0.09312704,indian
-273.37164,96.94523,-42.485607,5.82126,-30.133718,-15.829508,-35.899113,-12.446175,-11.821284,-6.7540183,-1.6906798,-4.935575,-4.7789283,0.10103909875290024,0.13696167,american
-468.18198,36.51646,-1.3367603,2.8903422,-9.0589695,-16.387396,-21.284859,-2.9297507,-4.9154954,-2.3835196,-12.184116,-5.9978933,-14.830803,0.27138921113689096,0.028433634,british
-474.60074,41.397285,-0.49060738,1.4089808,-10.68532,-14.886946,-16.178024,1.5123549,-7.0315466,-3.2817974,-8.19033,-5.14041,-11.122505,0.25770374129930396,0.028258968,british
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,indian
-566.7799,52.203857,-9.275402,3.7225728,0.27247098,-2.4847624,-5.1174474,0.59580326,-0.82428104,0.42857686,-7.0510044,-4.079645,-5.559593,0.14986495794663574,0.013570163,british
-384.21796,107.33197,18.431639,27.862013,10.670921,19.114376,3.7927139,1.5321141,-13.317147,-4.8491673,-12.739312,-3.5878532,-7.3777013,0.10834858976218098,0.07055468,british
-417.02963,79.487564,8.085343,1.9912075,-7.2247353,-10.031599,-9.861022,-10.370981,-18.384514,-13.106008,-11.314469,-8.247126,-8.186643,0.14717771171693736,0.07815409,indian
-373.5422,71.94608,10.932878,0.9646316,-0.82043386,-11.861794,-33.846706,2.6230283,-22.241865,-12.277634,-6.7155223,-7.065824,-16.438244,0.1511813913863109,0.048462808,indian
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-374.95294,63.172016,-3.9721246,15.104548,-20.39134,-12.455984,-11.601254,-9.424297,-4.6237245,-9.633386,-11.736101,-7.5916333,-21.873867,0.14250108758700697,0.04896549,indian
-395.32816,90.24527,3.250289,30.732105,12.519119,19.755707,3.9293487,-9.052442,-6.5693116,-11.865145,-12.113691,-4.7491527,-9.335938,0.11138930176914154,0.05310555,british
-306.80002,96.668976,-20.285967,3.0617769,-5.5606403,-5.3691583,-10.689682,-6.4279003,-11.689102,-6.05482,-12.070773,-4.8545256,-7.880268,0.11807569605568445,0.06620208,indian
-283.6129,110.86302,-4.05779,23.59819,14.097471,-9.897122,-25.596907,-8.137086,-16.17249,-11.335882,-8.688858,-8.016526,-13.336478,0.08665122897331787,0.107170425,indian
-293.7218,92.89706,3.5551288,20.324991,17.107836,-5.940159,-28.028791,-10.038685,-14.645019,-7.2815084,-7.361177,-9.477301,-15.593788,0.11838384570765662,0.08391288,indian
-373.50476,101.89666,3.8214543,0.9582364,-7.5323086,-10.279755,-12.112568,-14.151999,-17.46469,-11.796122,-10.84392,-5.328104,-6.801557,0.10282681989559164,0.08931135,indian
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-311.17957,107.00458,11.1410885,30.736868,21.51694,-6.3339267,-26.605127,-8.791366,-16.219723,-8.972929,-11.148493,-9.023247,-15.137748,0.08661044446055685,0.103220046,indian
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-429.34915,95.87794,5.174769,32.98616,12.920013,14.92146,9.461235,-4.9832172,-10.411116,-11.646368,-7.09507,-4.946561,-8.246853,0.1306826421113689,0.04161054,british
-338.30994,119.20321,2.4909186,27.55671,14.07711,12.156912,2.2788234,-10.022041,-11.851094,-13.662851,-12.062611,-2.2497168,-8.333864,0.08422908207656613,0.0780922,british
-412.92047,87.503075,7.815536,25.827799,6.7030206,15.147532,3.9494026,-9.601948,-6.1866555,-13.750575,-12.715919,-4.8161473,-13.047738,0.12417751232598608,0.042972192,british
-304.93112,120.006386,-50.914227,-9.182549,-21.59578,-22.83448,-36.755486,-23.906382,-14.788,-5.796797,-1.496731,-6.486115,-6.366798,0.07875262833526682,0.09068373,american
-348.41537,104.105385,8.461705,18.242332,17.597296,-7.7592297,-21.492168,-4.9446836,-14.537454,-7.4931335,-5.361713,-9.640958,-16.769575,0.07093559672273782,0.08285764,indian
-405.66205,63.074165,-4.965696,12.378598,-18.605015,-14.861849,-12.342467,-12.655972,-9.141618,-9.944428,-17.351254,-3.4355073,-22.557903,0.1355541255800464,0.042067844,indian
-289.5965,104.798325,-38.53399,-9.014385,-17.616081,-10.101033,-15.749327,-3.9224834,-13.892939,-7.2273555,-10.319807,-4.289893,-7.288469,0.10262289733178655,0.07049646,indian
-284.21408,116.607925,3.3800824,16.90727,6.3910174,-12.088031,-20.564548,-9.707049,-17.71552,-9.66982,-7.446254,-8.164901,-13.353135,0.09244036397911833,0.101131864,indian
-305.14435,119.67526,-50.872036,-8.890335,-21.636295,-22.878824,-36.958614,-23.946135,-14.593694,-5.827889,-1.6708481,-6.5371976,-6.254475,0.07864840124709976,0.09021876,american
-377.6443,103.856636,0.74132276,3.3779342,-5.8572903,-10.831693,-10.317384,-13.024287,-15.008572,-10.335373,-12.871197,-7.7550817,-8.742834,0.1127147984338747,0.09907128,indian
-346.64725,63.43701,-1.100639,-7.5767164,-10.92432,-8.070714,-32.8681,0.4199829,-21.63164,-14.242669,-4.4576807,-6.41376,-17.339108,0.1496225166763341,0.05968845,indian
-370.89075,98.124275,4.5115056,36.93506,19.506039,17.765368,3.1228588,-7.6344995,-6.1144686,-7.640969,-13.728685,-2.409428,-11.265805,0.10146053871809745,0.061642054,british
-398.78494,116.64766,22.320217,32.66912,24.286598,21.476383,8.504649,1.5192633,-12.15041,-3.475782,-18.118952,-5.2190185,-6.022001,0.0857494380800464,0.051170047,british
-297.36053,110.45264,-34.878216,-1.1335356,-32.43878,-20.459974,-28.556025,-14.4730215,-11.678295,-9.652001,-7.7661395,-10.600454,-2.4755542,0.08569732453596288,0.11291361,american
-304.38016,119.772804,-51.211952,-9.216223,-21.631725,-23.03651,-37.05038,-24.00166,-14.601636,-5.776579,-1.6003993,-6.5790606,-6.3112426,0.07818164515661252,0.09082226,american
-382.8534,97.85901,8.04814,36.115017,18.076385,20.792896,5.07023,-4.0848284,-7.2451906,-12.431743,-13.022406,-4.851801,-8.000767,0.10344765081206496,0.06455468,british
-513.17474,41.535103,-8.06825,-4.162866,-8.14751,-10.8975935,-7.393685,5.1289754,-4.8792644,-2.2546806,-6.627263,-7.9535813,-9.922365,0.2804864232888631,0.019630825,british
-305.76102,120.052956,-50.633286,-8.969436,-21.513397,-22.703306,-36.758408,-23.96043,-14.721169,-5.839786,-1.5382737,-6.5014377,-6.3552446,0.07875036252900232,0.08980851,american
-401.38104,91.78745,9.5288925,7.627224,-0.19729386,-12.929355,-9.200318,-11.427144,-19.481081,-15.041846,-14.790516,-8.9218025,-12.20934,0.10044319170533643,0.08574027,indian
-302.88153,119.94659,-51.63544,-9.494886,-21.5787,-23.10369,-37.08503,-24.024105,-14.788763,-5.794283,-1.4939288,-6.539416,-6.2986326,0.07805022839327146,0.09228703,american
-420.1618,64.92388,-2.81989,21.930656,-12.031155,-11.649256,-18.940413,-11.689632,-9.614577,-11.89906,-16.145124,-9.279046,-23.357327,0.13039035310324826,0.03198635,indian
-314.4855,93.74772,-26.192753,9.330688,-23.145748,-21.10816,-28.941729,-14.313071,-14.905649,-10.668962,-7.9566507,-6.894483,-5.6249332,0.1029219837587007,0.09402165,american
-333.3929,116.37723,15.170354,20.959166,12.079477,-13.118511,-20.557465,-4.25075,-17.363981,-11.582514,-12.098076,-8.282457,-12.417865,0.06545234556264501,0.09230197,indian
-368.11514,95.39657,-0.5852385,7.740112,-3.312062,-13.6582775,-12.025081,-16.857868,-17.310404,-10.250399,-9.931403,-6.562337,-9.572863,0.09731637906032482,0.09249825,indian
-412.7608,99.81259,14.610986,31.814077,14.439084,24.932655,4.0593915,-4.948342,-9.539561,-8.285024,-12.528656,-1.1965305,-5.1644564,0.11716257613109049,0.02174482,british
-478.36734,59.046215,14.169839,32.06771,13.776309,23.036919,4.557526,2.5301251,-9.863448,-3.8642547,-9.404701,-5.6031685,-3.4449239,0.14391495069605567,0.029800361,british
-296.2621,117.73987,7.7628093,30.39402,20.727179,-10.312175,-28.809097,-9.511892,-16.449078,-12.109522,-11.19328,-8.358232,-15.198618,0.0669704357598608,0.11022163,indian
-280.3864,118.223625,-1.728591,28.714354,15.145708,-11.764234,-22.389002,-9.971268,-18.85204,-10.298196,-9.9934225,-9.144115,-11.691753,0.07775114196635731,0.113242716,indian
-507.13858,47.98537,-12.432463,3.0183804,-4.8837266,-15.832491,-7.498304,0.38078138,-4.448977,0.28252083,-9.762839,-8.238876,-10.71932,0.20596632105568446,0.021344174,british
-348.81076,25.169365,-78.333626,-43.407417,-31.365414,-22.189632,-19.007837,-0.9975763,-0.56966716,2.289108,-4.3134627,-0.15708296,-0.5859374,0.19227858541183296,0.05192484,british
-487.98267,44.113815,7.6992373,24.220789,8.383556,16.676031,2.8573194,-4.169848,0.34653652,-4.6012073,-8.014442,-3.7703009,-5.5212064,0.21357036687935035,0.03160991,british
-321.86993,91.57954,-21.605377,-0.22764541,-7.1053762,-6.226116,-13.244437,-4.374002,-13.289724,-7.11014,-9.378988,-3.7573287,-7.492405,0.14253280887470998,0.0675118,indian
-305.89023,102.11313,10.295572,31.43056,18.396053,-3.8395338,-24.216915,-9.66858,-14.311703,-11.271384,-10.275302,-10.593984,-16.14233,0.09580508628190255,0.10203755,indian
-548.37103,38.285137,0.9666711,-1.7393842,-8.402104,-6.227144,-14.304228,-4.673939,-4.521137,-1.2905581,-8.632851,-7.909824,-11.091527,0.29644223100348027,0.016216913,british
-477.93536,71.05445,-22.671196,-9.442505,-8.669396,-20.30307,-14.886442,-6.796722,-8.488809,-0.90971667,-11.062854,-6.6168036,-15.263425,0.17476390298723898,0.031964276,british
-506.66315,52.568863,-1.485118,0.22655432,-9.128621,-16.866161,-10.89356,0.9760513,-3.8758962,-2.2467752,-6.9383492,-1.6498836,-9.484449,0.19307161760440836,0.0222058,british
-312.18472,111.41852,5.856807,28.55143,19.694416,-16.587786,-28.727007,-7.8809776,-18.224379,-8.643712,-11.526194,-10.289761,-11.353402,0.07432071128190255,0.099358365,indian
-308.93423,107.86441,-0.5460483,23.909327,8.408093,-10.64268,-20.866385,-12.547647,-15.651405,-8.2091,-8.32735,-5.877969,-11.945474,0.09143434599767981,0.092810296,indian
-436.60767,62.929108,-24.602499,-0.90173084,-11.131741,-19.3749,-18.238205,-9.8837595,-13.490257,-4.4089856,-14.4786625,-7.7897406,-19.80635,0.1925391531322506,0.031503517,british
-489.69824,42.329853,-7.6344757,-0.64970267,-4.8524237,-15.211708,-11.203304,-6.188426,-10.697602,-6.6293173,-9.80697,-4.169128,-10.557244,0.22241380872969838,0.024519116,british
-303.43762,120.20364,-51.386528,-9.538514,-21.461939,-23.037281,-36.951923,-24.011356,-14.823539,-5.796953,-1.3874028,-6.5176716,-6.3756876,0.07800717807424594,0.09192705,american
-475.99167,62.10333,-20.920938,-3.5283232,-5.64071,-21.223352,-10.820862,-3.626439,-7.7775345,0.0061708526,-11.04708,-6.125135,-10.920013,0.18772658062645012,0.03164092,british
-341.4281,77.10654,-4.197925,-0.32368416,-2.8787086,-12.932918,-31.062529,2.0650063,-20.422705,-10.935919,-4.049207,-9.257643,-19.100822,0.12091701711136892,0.06241747,indian
-368.77185,96.18842,-1.2632025,6.185737,-7.611507,-14.326448,-12.5318165,-16.242165,-19.167448,-12.865327,-11.487691,-7.9525185,-10.973697,0.10185478900812064,0.09809597,indian
-273.01108,140.7369,31.815514,12.089723,-18.167994,-26.537804,-23.850464,-5.5233107,-25.218977,4.5605683,-13.936036,-9.217523,-14.495461,0.04598680394431554,0.0809577,indian
-286.27762,113.88804,5.015642,24.540823,20.179806,-10.242529,-26.65232,-11.006763,-16.479145,-7.7559743,-7.751648,-8.249056,-13.474952,0.08617994127030162,0.10504138,indian
-271.2077,99.33062,-36.95478,3.1743588,-29.186,-14.295273,-32.92367,-9.17159,-20.077934,-11.291946,-3.3766623,-9.985398,-7.415041,0.09815019576566125,0.11842089,american
-496.1914,45.868748,-26.325977,-1.7705984,-6.2353487,-10.490368,-13.510579,1.0224066,-1.9634037,2.012321,-7.7563214,-2.7184625,-13.015928,0.22643334904292342,0.024487523,british
-273.01108,140.7369,31.815514,12.089723,-18.167994,-26.537804,-23.850464,-5.5233107,-25.218977,4.5605683,-13.936036,-9.217523,-14.495461,0.04598680394431554,0.0809577,indian
-332.10358,107.529724,-2.4509776,5.062913,-9.300613,-14.319257,-14.599792,-18.084206,-20.678957,-12.404356,-10.27493,-7.730589,-10.133778,0.09104009570765662,0.1137491,indian
-364.68497,59.551674,-1.382832,22.353287,-10.546123,-13.539779,-17.428091,-10.879414,-2.9450266,-9.330727,-13.540487,-4.3787093,-21.648031,0.14601082149071926,0.04351225,indian
-516.38074,42.10371,1.1015005,3.017302,-11.310599,-15.0329,-13.117067,-2.389984,-8.589992,0.63273025,-14.435068,-9.931789,-14.1324005,0.24248205481438515,0.021065684,british
-329.8301,75.37041,6.0244513,25.14052,-4.1532807,-3.038531,-17.87134,-4.129968,-4.99862,-8.047923,-5.715594,-3.3268836,-14.9259815,0.10830553944315545,0.06419117,indian
-393.12448,93.88254,17.658283,36.039974,15.070379,24.691446,7.627432,-3.8393257,-4.0168977,-9.468767,-9.322072,-5.623758,-9.589125,0.12432478973317865,0.0460807,british
-296.9115,96.438896,8.88323,34.10698,15.294999,-5.9092007,-19.885874,-7.1646414,-15.448084,-7.5963902,-11.432329,-9.494648,-13.98655,0.1015692974187935,0.0967186,indian
-293.50122,116.34786,-47.231434,-5.301826,-26.953306,-20.000853,-30.617552,-21.6244,-14.286595,-8.773865,-5.421848,-8.46765,-8.390089,0.08383256598027843,0.08971077,american
-276.75095,121.221054,-9.1718855,18.878555,10.74924,-10.081713,-24.826654,-8.609963,-15.93693,-10.123847,-8.85703,-8.270063,-11.047675,0.08158262035962877,0.10563996,indian
-334.50424,100.021996,-5.675224,30.528349,7.4473777,10.497026,0.058031548,-11.933263,-12.086642,-14.885588,-12.515801,-9.466123,-9.232439,0.1099641096287703,0.08818116,british
-234.99666,97.70217,-18.713333,17.043062,10.132735,-8.203913,-24.296383,-8.824333,-16.77656,-9.618698,-12.179167,-8.485437,-15.464058,0.1166233142401392,0.11071372,indian
-483.46207,61.70635,-6.2820477,-0.9461003,-0.62579983,-19.3197,-18.367624,-5.7795553,-7.6462154,-5.126591,-10.272438,-5.857941,-12.578109,0.20459777407192575,0.02975011,british
-305.68707,119.75402,-50.530865,-8.855218,-21.612339,-22.7484,-36.892994,-24.014357,-14.65834,-5.8830457,-1.6848396,-6.554524,-6.327793,0.07874129930394431,0.089713775,american
-380.12204,56.74558,2.89709,27.672016,-2.6888416,-12.288428,-20.23261,-6.295346,-4.4426193,-12.495692,-14.914812,-7.4148035,-20.59292,0.14561430539443154,0.04360082,indian
-389.581,102.191086,1.9270055,4.8578115,-4.177888,-11.708419,-9.58873,-12.04796,-17.679588,-9.739192,-11.335269,-7.4574966,-8.494417,0.09447052639211137,0.0903998,indian
-529.1556,30.012072,-12.54451,2.2594535,-4.045985,-15.019597,-9.571088,0.6075033,-2.6198895,1.3648605,-11.161661,-5.880986,-9.057318,0.2981914334396752,0.019993842,british
-281.99808,105.53599,5.485334,39.24896,26.363045,-9.213134,-24.796408,-8.579263,-18.844372,-12.480061,-14.376435,-9.14346,-15.441887,0.0843695620649652,0.123247184,indian
-361.50818,99.19145,7.837746,38.522964,18.926683,23.918291,3.7393982,-5.0426483,-9.6823225,-7.63523,-11.117919,-5.7866607,-4.6111345,0.11301161905452436,0.06786275,british
-305.76102,120.052956,-50.633286,-8.969436,-21.513397,-22.703306,-36.758408,-23.96043,-14.721169,-5.839786,-1.5382737,-6.5014377,-6.3552446,0.07875036252900232,0.08980851,american
-311.82196,93.44415,-23.398453,13.157358,-17.129223,-20.71106,-24.80431,-5.657783,-12.076789,-9.694657,-11.093205,-7.127046,-11.112222,0.1121188913863109,0.08560294,american
-360.35144,97.761185,10.326573,33.89866,20.526249,20.715298,5.8464317,-2.5324786,-10.989067,-1.6535244,-17.93516,-4.62037,-7.650892,0.10348390371229699,0.07418319,british
-388.42496,92.295074,7.8399844,4.2157393,-4.1878123,-12.367089,-10.701049,-13.269665,-21.029827,-13.488156,-13.85756,-7.995875,-10.554194,0.08876296041183294,0.09253259,indian
-304.09918,120.016785,-51.153786,-9.274706,-21.581846,-22.850107,-36.742523,-23.931427,-14.76817,-5.803994,-1.4161212,-6.5018415,-6.36831,0.07864613544083526,0.091299266,american
-356.57196,124.54352,-18.308,-0.58228016,-15.004058,-22.456,-20.04338,-12.021697,-17.641026,-8.454256,-8.255417,-3.509039,-5.7529545,0.09485797926334107,0.069802426,american
-464.7024,49.33314,-30.165058,-12.774681,-13.532847,-12.827409,-11.683963,-1.4204628,-3.0059254,-2.8628552,-5.0316477,-1.9311067,-9.001592,0.158225783062645,0.034881163,british
-463.66815,59.099316,-12.960527,7.0392423,-16.123302,-21.200283,-15.075569,-1.9744637,-13.086256,-5.457186,-11.93457,-9.499606,-16.980684,0.1788763413573086,0.030438261,british
-328.26212,109.75718,-19.960411,11.970889,-7.0763106,-16.52684,-9.001578,-16.445683,-18.828085,-14.413656,-13.171726,-4.922817,-14.460238,0.08407274144431555,0.11078405,indian
-334.8626,64.9804,-8.266901,8.328278,-11.447983,-9.02565,-15.636925,-14.257125,-10.711064,-7.045872,-16.47737,-6.476256,-22.633411,0.12954973897911834,0.060692664,indian
-316.9721,102.549385,5.149442,23.434464,14.928642,-9.971582,-20.53165,-12.561901,-16.10241,-6.6130795,-7.705648,-5.676851,-7.22915,0.09540177276682135,0.087035835,indian
-289.0064,109.39613,7.468365,35.00333,11.301415,-10.9437275,-24.448895,-11.301227,-16.783743,-10.798635,-11.566209,-8.049324,-14.210464,0.09480813152552205,0.10658726,indian
-361.78436,110.69098,-5.502387,13.036874,-4.849758,-11.01705,-8.037601,-18.298618,-13.473132,-9.534843,-13.1589155,-11.487523,-14.078329,0.07449970997679814,0.10155013,indian
-289.5773,99.91466,-33.229378,13.655148,-29.576307,-21.74265,-31.183462,-11.99639,-13.540647,-14.4358225,-6.2013407,-4.0161457,-5.9006667,0.09195548143851508,0.11081761,american
-301.20642,112.98948,2.3012798,19.185957,15.085908,-16.209454,-20.9092,-6.266708,-15.645676,-11.665438,-12.240396,-9.406099,-16.476753,0.08501531685034802,0.096276045,indian
-305.14435,119.67526,-50.872036,-8.890335,-21.636295,-22.878824,-36.958614,-23.946135,-14.593694,-5.827889,-1.6708481,-6.5371976,-6.254475,0.07864840124709976,0.09021876,american
-404.85217,68.46338,1.6771233,27.854748,-15.1073265,-10.081931,-16.519306,-11.058191,-8.228498,-16.577814,-12.941263,-5.891024,-23.558027,0.1308253879060325,0.039816704,indian
-286.412,109.141365,-39.21784,-3.8096309,-25.692429,-19.265295,-27.62414,-15.3058405,-15.384985,-3.5758884,-4.408243,-3.615562,-2.5074868,0.08156902552204176,0.12384557,american
-386.78815,79.336716,-1.6169977,30.244371,7.7983627,22.525318,1.708393,-2.9791698,-8.174242,-7.883133,-10.725512,-7.114771,-6.9728937,0.13684563515081208,0.061325103,british
-295.76526,113.253815,-6.97157,37.38745,16.940203,7.912528,-2.1892943,-9.99447,-16.083698,-6.035395,-17.419533,-4.5544796,-10.062842,0.09092000797563805,0.110313386,british
-402.71167,48.249355,-58.179596,-24.14246,-1.6243781,-2.0796402,-9.247009,-2.0315807,4.7645497,12.307171,-1.9325674,-0.53687173,3.0214212,0.1680027370939675,0.032732017,british
